trade_id,isin,security_name,quantity,price,trade_date,settlement_date,settlement_cycle,counterparty_id,counterparty_type,exchange,buy_sell,currency,source_system,segment
TRD-00333,INE009A01021,INFOSYS,20,1560.5730,2026-06-09,2026-06-10,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00334,INE129A01019,GAIL (INDIA),150,195.0038,2026-06-09,2026-06-10,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00335,INE550C01020,TV TODAY NETWORK,80,228.2603,2026-06-09,2026-06-10,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00336,INE154A01025,ITC,300,457.6546,2026-06-09,2026-06-10,T1,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00337,INE018A01030,LARSEN & TOUBRO,375,3428.8958,2026-06-09,2026-06-10,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00338,INE917I01010,AVENUE SUPERMARTS (DMART),10,4066.1988,2026-06-09,2026-06-10,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00339,INE00IN01015,PAYTM (ONE97),100,455.8929,2026-06-09,2026-06-10,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00340,INE917I01010,AVENUE SUPERMARTS (DMART),350,3846.0144,2026-06-09,2026-06-10,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00341,INE121A01024,CHOLAMANDALAM INVESTMENT,2400,1441.6916,2026-06-09,2026-06-09,T0,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00342,INE124N01016,ANGEL ONE,600,2395.9479,2026-06-10,2026-06-11,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00343,INE576I01022,GRINDWELL NORTON,250,1978.2973,2026-06-10,2026-06-11,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00344,INE140A01024,BANK OF BARODA,75,272.4600,2026-06-10,2026-06-11,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00345,INE129A01019,GAIL (INDIA),375,185.7908,2026-06-10,2026-06-10,T0,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00346,INE090A01021,ICICI BANK,7,1292.1072,2026-06-10,2026-06-11,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00347,INE090A01021,ICICI BANK,10,1194.2284,2026-06-10,2026-06-11,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00348,INE140A01024,BANK OF BARODA,75,234.5858,2026-06-10,2026-06-11,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00349,INE216A01030,BHARAT ELECTRONICS,5,339.8297,2026-06-10,2026-06-11,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00350,INE397D01024,BHARAT FORGE,10,1338.4561,2026-06-10,2026-06-10,T0,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00351,INE00WK01013,ROUTE MOBILE,3200,1307.3706,2026-06-10,2026-06-11,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00352,INE726G01019,TRENT,750,5906.7390,2026-06-10,2026-06-11,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00353,INE092T01019,ZOMATO,3,223.9888,2026-06-10,2026-06-11,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00354,INE018A01030,LARSEN & TOUBRO,2400,3467.8896,2026-06-10,2026-06-11,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00355,INE00WK01013,ROUTE MOBILE,1800,1344.9540,2026-06-10,2026-06-11,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00356,INE628A01036,ULTRATECH CEMENT,16,10188.2620,2026-06-10,2026-06-11,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00357,INE669E01016,BHARTI AIRTEL,900,1688.7685,2026-06-10,2026-06-10,T0,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00358,INE628A01036,ULTRATECH CEMENT,80,10270.2754,2026-06-10,2026-06-11,T1,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00359,INE467B01029,TATA CONSULTANCY SERVICES,400,3643.9561,2026-06-10,2026-06-11,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00360,INE009A01021,INFOSYS,17,1545.5978,2026-06-10,2026-06-10,T0,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00361,INE018A01030,LARSEN & TOUBRO,200,3307.6695,2026-06-10,2026-06-11,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00362,INE176A01028,BAJAJ FINANCE,60,7293.1766,2026-06-10,2026-06-11,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00363,INE585B01010,MARUTI SUZUKI,140,12908.5795,2026-06-10,2026-06-11,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00364,INE726G01019,TRENT,2000,5787.1960,2026-06-10,2026-06-11,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00365,INE021A01026,ASIAN PAINTS,6,2980.7166,2026-06-10,2026-06-11,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00366,INE059B01024,RAIN INDUSTRIES,110,153.5404,2026-06-10,2026-06-11,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00367,INE129A01019,GAIL (INDIA),1500,175.3988,2026-06-10,2026-06-11,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00368,INE917I01010,AVENUE SUPERMARTS (DMART),7000,4084.5509,2026-06-10,2026-06-10,T0,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00369,INE259A01022,GODREJ CONSUMER PRODUCTS,80,1357.7460,2026-06-10,2026-06-11,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00370,INE044A01036,DABUR INDIA,10,541.6062,2026-06-10,2026-06-10,T0,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00371,INE154A01025,ITC,30,457.3523,2026-06-10,2026-06-10,T0,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00372,INE148O01018,EID PARRY (INDIA),14,772.5175,2026-06-10,2026-06-11,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00373,INE205A01025,SIEMENS,175,6127.4239,2026-06-10,2026-06-10,T0,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00374,INE047A01021,TITAN COMPANY,20,3244.3316,2026-06-10,2026-06-10,T0,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00375,INE101A01026,KOTAK MAHINDRA BANK,100,1755.1471,2026-06-10,2026-06-11,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00376,INE101A01026,KOTAK MAHINDRA BANK,50,1906.9753,2026-06-10,2026-06-11,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00377,INE576I01022,GRINDWELL NORTON,90,2016.2581,2026-06-10,2026-06-11,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00378,INE216A01030,BHARAT ELECTRONICS,7500,295.8040,2026-06-10,2026-06-11,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00379,INE040A01034,HDFC BANK,60,1777.7996,2026-06-10,2026-06-11,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00380,INE00IN01015,PAYTM (ONE97),5000,387.8955,2026-06-10,2026-06-11,T1,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00381,INE00WK01013,ROUTE MOBILE,75,1343.2197,2026-06-10,2026-06-11,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00382,INE018A01030,LARSEN & TOUBRO,1400,3649.0442,2026-06-10,2026-06-10,T0,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00383,INE148O01018,EID PARRY (INDIA),300,661.3136,2026-06-10,2026-06-11,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00384,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,850,1364.5393,2026-06-10,2026-06-11,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00385,INE104S01021,UJJIVAN SFB,70,40.0950,2026-06-10,2026-06-11,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00386,INE03VK01010,CARTRADE TECH,95,651.3408,2026-06-10,2026-06-11,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00387,INE092T01019,ZOMATO,1000,218.6100,2026-06-11,2026-06-12,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00388,INE104S01021,UJJIVAN SFB,16,50.8917,2026-06-11,2026-06-12,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00389,INE545U01014,NAZARA TECHNOLOGIES,125,801.0817,2026-06-11,2026-06-12,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00390,INE129A01019,GAIL (INDIA),375,182.3987,2026-06-11,2026-06-12,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00391,INE545U01014,NAZARA TECHNOLOGIES,17,884.5534,2026-06-11,2026-06-12,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00392,INE121A01024,CHOLAMANDALAM INVESTMENT,70,1525.0361,2026-06-11,2026-06-11,T0,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00393,INE047A01021,TITAN COMPANY,225,3247.3408,2026-06-11,2026-06-12,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00394,INE140A01024,BANK OF BARODA,1600,256.7320,2026-06-11,2026-06-12,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00395,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,600,797.2715,2026-06-11,2026-06-12,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00396,INE104S01021,UJJIVAN SFB,50,43.4119,2026-06-11,2026-06-12,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00397,INE00WK01013,ROUTE MOBILE,200,1469.4238,2026-06-11,2026-06-12,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00398,INE092T01019,ZOMATO,2500,242.3686,2026-06-11,2026-06-12,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00399,INE002A01018,RELIANCE INDUSTRIES,700,3018.6449,2026-06-11,2026-06-11,T0,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00400,INE160A01022,NESTLE INDIA,5,2353.4541,2026-06-11,2026-06-12,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00401,INE883A01011,FINOLEX CABLES,80,859.5756,2026-06-11,2026-06-12,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00402,INE129A01019,GAIL (INDIA),125,193.1053,2026-06-11,2026-06-11,T0,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00403,INE148O01018,EID PARRY (INDIA),500,743.7668,2026-06-11,2026-06-12,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00404,INE160A01022,NESTLE INDIA,275,2417.9650,2026-06-11,2026-06-12,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00405,INE00IN01015,PAYTM (ONE97),300,464.0639,2026-06-11,2026-06-12,T1,BRK-006,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00406,INE101A01026,KOTAK MAHINDRA BANK,900,1902.5836,2026-06-11,2026-06-11,T0,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00407,INE752E01010,PIDILITE INDUSTRIES,700,2925.8317,2026-06-11,2026-06-11,T0,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00408,INE160A01022,NESTLE INDIA,1000,2459.9180,2026-06-11,2026-06-12,T1,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00409,INE761H01022,AFFLE (INDIA),3500,1150.0955,2026-06-11,2026-06-12,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00410,INE795G01014,POWER GRID CORPORATION,70,307.1335,2026-06-11,2026-06-11,T0,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00411,INE176A01028,BAJAJ FINANCE,80,7032.8406,2026-06-11,2026-06-12,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00412,INE059B01024,RAIN INDUSTRIES,4500,129.4222,2026-06-11,2026-06-12,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00413,INE044A01036,DABUR INDIA,200,574.6969,2026-06-11,2026-06-12,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00414,INE205A01025,SIEMENS,300,6560.0549,2026-06-11,2026-06-12,T1,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00415,INE018A01030,LARSEN & TOUBRO,300,3409.2323,2026-06-11,2026-06-12,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00416,INE124N01016,ANGEL ONE,30,2511.9219,2026-06-11,2026-06-12,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00417,INE148I01020,POLICYBAZAAR (PB FINTECH),1000,1702.8199,2026-06-11,2026-06-12,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00418,INE044A01036,DABUR INDIA,8,557.9457,2026-06-11,2026-06-11,T0,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00419,INE917I01010,AVENUE SUPERMARTS (DMART),60,3955.5550,2026-06-11,2026-06-11,T0,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00420,INE059B01024,RAIN INDUSTRIES,4,149.4105,2026-06-11,2026-06-12,T1,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00421,INE104S01021,UJJIVAN SFB,3000,43.3236,2026-06-11,2026-06-12,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00422,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,25,722.1563,2026-06-11,2026-06-12,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00423,INE483S01020,LATENT VIEW ANALYTICS,140,519.6783,2026-06-11,2026-06-12,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00424,INE917I01010,AVENUE SUPERMARTS (DMART),20,3848.8695,2026-06-11,2026-06-12,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00425,INE361B01024,CANARA BANK,1400,101.7931,2026-06-11,2026-06-12,T1,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00426,INE545U01014,NAZARA TECHNOLOGIES,5500,789.8659,2026-06-11,2026-06-12,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00427,INE090A01021,ICICI BANK,30,1282.5195,2026-06-11,2026-06-12,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00428,INE917I01010,AVENUE SUPERMARTS (DMART),375,4094.3330,2026-06-11,2026-06-11,T0,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00429,INE148I01020,POLICYBAZAAR (PB FINTECH),10,1708.0644,2026-06-11,2026-06-11,T0,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00430,INE002A01018,RELIANCE INDUSTRIES,1200,3018.3583,2026-06-11,2026-06-12,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00431,INE917I01010,AVENUE SUPERMARTS (DMART),40,3800.3888,2026-06-11,2026-06-11,T0,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00432,INE259A01022,GODREJ CONSUMER PRODUCTS,1200,1222.6113,2026-06-11,2026-06-12,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00433,INE00WK01013,ROUTE MOBILE,200,1394.9377,2026-06-11,2026-06-12,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00434,INE467B01029,TATA CONSULTANCY SERVICES,70,3598.3095,2026-06-11,2026-06-12,T1,BRK-001,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00435,INE883A01011,FINOLEX CABLES,275,927.8650,2026-06-11,2026-06-12,T1,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00436,INE205A01025,SIEMENS,180,6513.6495,2026-06-11,2026-06-12,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00437,INE002A01018,RELIANCE INDUSTRIES,3000,2772.4596,2026-06-11,2026-06-12,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00438,INE047A01021,TITAN COMPANY,450,3357.3269,2026-06-11,2026-06-12,T1,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00439,INE090A01021,ICICI BANK,80,1226.0016,2026-06-11,2026-06-12,T1,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00440,INE585B01010,MARUTI SUZUKI,100,13148.4397,2026-06-12,2026-06-16,T1,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00441,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,5500,1340.8356,2026-06-12,2026-06-16,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00442,INE628A01036,ULTRATECH CEMENT,1500,9648.2304,2026-06-12,2026-06-16,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00443,INE752E01010,PIDILITE INDUSTRIES,400,2666.0223,2026-06-12,2026-06-16,T1,BRK-002,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00444,INE030A01027,HINDUSTAN UNILEVER,100,2629.0649,2026-06-12,2026-06-12,T0,BRK-005,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00445,INE148I01020,POLICYBAZAAR (PB FINTECH),400,1827.1448,2026-06-12,2026-06-16,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00446,INE550C01020,TV TODAY NETWORK,7500,219.5074,2026-06-12,2026-06-16,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00447,INE545U01014,NAZARA TECHNOLOGIES,18,909.0024,2026-06-12,2026-06-16,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00448,INE124N01016,ANGEL ONE,50,2151.7770,2026-06-12,2026-06-16,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00449,INE129A01019,GAIL (INDIA),650,208.7258,2026-06-12,2026-06-16,T1,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00450,INE030A01027,HINDUSTAN UNILEVER,1800,2539.7750,2026-06-12,2026-06-16,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00451,INE761H01022,AFFLE (INDIA),500,1246.2671,2026-06-12,2026-06-16,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00452,INE00IN01015,PAYTM (ONE97),1800,428.0370,2026-06-12,2026-06-16,T1,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00453,INE121A01024,CHOLAMANDALAM INVESTMENT,200,1454.5460,2026-06-12,2026-06-16,T1,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00454,INE176A01028,BAJAJ FINANCE,300,7488.4727,2026-06-12,2026-06-16,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00455,INE040A01034,HDFC BANK,1500,1622.5456,2026-06-12,2026-06-12,T0,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00456,INE528G01035,SHRIRAM FINANCE,13,2535.6441,2026-06-12,2026-06-12,T0,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00457,INE040A01034,HDFC BANK,4000,1800.5270,2026-06-12,2026-06-16,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00458,INE03VK01010,CARTRADE TECH,250,608.3459,2026-06-12,2026-06-16,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00459,INE021A01026,ASIAN PAINTS,900,2879.2719,2026-06-12,2026-06-16,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00460,INE009A01021,INFOSYS,800,1607.9816,2026-06-12,2026-06-16,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00461,INE154A01025,ITC,85,437.9685,2026-06-12,2026-06-16,T1,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00462,INE140A01024,BANK OF BARODA,1100,246.2359,2026-06-12,2026-06-16,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00463,INE761H01022,AFFLE (INDIA),4,1183.7877,2026-06-12,2026-06-16,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00464,INE883A01011,FINOLEX CABLES,1300,987.3899,2026-06-12,2026-06-16,T1,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00465,INE124N01016,ANGEL ONE,1000,2248.2170,2026-06-12,2026-06-16,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00466,INE124N01016,ANGEL ONE,30,2585.8144,2026-06-12,2026-06-16,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00467,INE002A01018,RELIANCE INDUSTRIES,800,2811.6739,2026-06-12,2026-06-12,T0,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00468,INE154A01025,ITC,3,433.6624,2026-06-12,2026-06-12,T0,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00469,INE160A01022,NESTLE INDIA,700,2316.4098,2026-06-12,2026-06-16,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00470,INE129A01019,GAIL (INDIA),20,177.2133,2026-06-12,2026-06-16,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00471,INE104S01021,UJJIVAN SFB,1700,39.4859,2026-06-12,2026-06-16,T1,BRK-003,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00472,INE090A01021,ICICI BANK,2600,1289.7608,2026-06-12,2026-06-16,T1,BRK-001,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00473,INE669E01016,BHARTI AIRTEL,250,1600.6696,2026-06-12,2026-06-12,T0,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00474,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,10,1251.2575,2026-06-12,2026-06-16,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00475,INE00IN01015,PAYTM (ONE97),300,401.1737,2026-06-12,2026-06-16,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00476,INE669E01016,BHARTI AIRTEL,100,1580.8309,2026-06-12,2026-06-12,T0,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00477,INE040A01034,HDFC BANK,150,1655.1513,2026-06-12,2026-06-16,T1,BRK-002,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00478,INE03VK01010,CARTRADE TECH,1200,566.6680,2026-06-12,2026-06-16,T1,BRK-002,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00479,INE101A01026,KOTAK MAHINDRA BANK,1600,1840.1292,2026-06-12,2026-06-16,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00480,INE795G01014,POWER GRID CORPORATION,1400,298.4320,2026-06-12,2026-06-16,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00481,INE628A01036,ULTRATECH CEMENT,110,10641.2516,2026-06-12,2026-06-16,T1,BRK-005,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00482,INE361B01024,CANARA BANK,200,96.8854,2026-06-16,2026-06-17,T1,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00483,INE00IN01015,PAYTM (ONE97),15,469.2105,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00484,INE467B01029,TATA CONSULTANCY SERVICES,18,3517.2773,2026-06-16,2026-06-17,T1,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00485,INE883A01011,FINOLEX CABLES,1600,983.7156,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00486,INE101A01026,KOTAK MAHINDRA BANK,2400,1850.4335,2026-06-16,2026-06-16,T0,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00487,INE761H01022,AFFLE (INDIA),150,1081.8445,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00488,INE576I01022,GRINDWELL NORTON,6000,1912.1259,2026-06-16,2026-06-17,T1,BRK-004,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00489,INE154A01025,ITC,425,475.3863,2026-06-16,2026-06-17,T1,BRK-003,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00490,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,2,817.2826,2026-06-16,2026-06-17,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00491,INE121A01024,CHOLAMANDALAM INVESTMENT,130,1480.7351,2026-06-16,2026-06-17,T1,BRK-003,BROKER,BSE,SELL,INR,OMS,NORMAL
TRD-00492,INE883A01011,FINOLEX CABLES,1600,927.4558,2026-06-16,2026-06-17,T1,BRK-003,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00493,INE726G01019,TRENT,150,5332.4847,2026-06-16,2026-06-17,T1,BRK-001,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00494,INE883A01011,FINOLEX CABLES,60,873.6036,2026-06-16,2026-06-17,T1,BRK-006,BROKER,BSE,BUY,INR,OMS,NORMAL
TRD-00495,INE062A01020,STATE BANK OF INDIA,80,840.7706,2026-06-16,2026-06-17,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
TRD-00496,INE03VK01010,CARTRADE TECH,200,581.6771,2026-06-16,2026-06-17,T1,BRK-002,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00497,INE03VK01010,CARTRADE TECH,170,555.0948,2026-06-16,2026-06-17,T1,BRK-005,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00498,INE040A01034,HDFC BANK,4000,1813.2336,2026-06-16,2026-06-16,T0,BRK-001,BROKER,NSE,BUY,INR,OMS,NORMAL
TRD-00499,INE917I01010,AVENUE SUPERMARTS (DMART),35,3824.6017,2026-06-16,2026-06-17,T1,BRK-004,BROKER,NSE,SELL,INR,OMS,NORMAL
