ConfirmationID,TradeRef,ISIN_Code,Scrip,Qty,Rate,TradeDay,SettleDay,Cycle,BrokerCode,BrokerName,Exchange_Code,Side,CCY,DP_ID,DP_Account
BC-TRD-00279,TRD-00279,INE160A01022,NESTLE_INDIA,75,2497.2102,08-Jun-2026,09-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00280,TRD-00280,INE140A01024,BANK_OF_BARODA,20,264.6029,08-Jun-2026,09-Jun-2026,T1,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00281,TRD-00281,INE883A01011,FINOLEX_CABLES,1400,865.8917,08-Jun-2026,09-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00282,TRD-00282,INE628A01036,ULTRATECH_CEMENT,9500,10397.5685,08-Jun-2026,09-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00283,TRD-00283,INE467B01029,TATA_CONSULTANCY_SER,20,3774.0930,08-Jun-2026,08-Jun-2026,T0,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00284,TRD-00284,INE795G01014,POWER_GRID_CORPORATI,6000,313.8081,08-Jun-2026,09-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301574,56489012
BC-TRD-00285,TRD-00285,INE009A01021,INFOSYS,30,1635.9845,08-Jun-2026,08-Jun-2026,T0,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00286,TRD-00286,INE021A01026,ASIAN_PAINTS,4000,3039.3267,08-Jun-2026,09-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00287,TRD-00287,INE140A01024,BANK_OF_BARODA,9500,249.3299,09-Jun-2026,10-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00288,TRD-00288,INE019A01038,WIPRO,90,453.0872,09-Jun-2026,10-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00289,TRD-00289,INE148I01020,POLICYBAZAAR_(PB_FIN,2000,1716.5918,09-Jun-2026,09-Jun-2026,T0,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00290,TRD-00290,INE062A01020,STATE_BANK_OF_INDIA,100,862.6814,09-Jun-2026,10-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00291,TRD-00291,INE550C01020,TV_TODAY_NETWORK,400,194.3144,09-Jun-2026,10-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00292,TRD-00292,INE216A01030,BHARAT_ELECTRONICS,190,303.0226,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00293,TRD-00293,INE059B01024,RAIN_INDUSTRIES,5000,126.3133,09-Jun-2026,10-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00294,TRD-00294,INE397D01024,BHARAT_FORGE,2500,1189.0257,09-Jun-2026,10-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00295,TRD-00295,INE124N01016,ANGEL_ONE,3200,2307.8152,09-Jun-2026,10-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00296,TRD-00296,INE669E01016,BHARTI_AIRTEL,100,1596.7250,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN371774,56789072
BC-TRD-00297,TRD-00297,INE03YQ01011,CLEAN_SCIENCE_&_TECH,45,1443.7783,09-Jun-2026,10-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00298,TRD-00298,INE044A01036,DABUR_INDIA,350,548.1933,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00299,TRD-00299,INE009A01021,INFOSYS,2000,1605.1263,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00300,TRD-00300,INE528G01035,SHRIRAM_FINANCE,200,2384.7987,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00301,TRD-00301,INE129A01019,GAIL_(INDIA),25,208.6970,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00302,TRD-00302,INE238A01034,AXIS_BANK,125,1156.7092,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00303,TRD-00303,INE550C01020,TV_TODAY_NETWORK,2500,214.6455,09-Jun-2026,10-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00304,TRD-00304,INE092T01019,ZOMATO,65,235.7807,09-Jun-2026,10-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00305,TRD-00305,INE216A01030,BHARAT_ELECTRONICS,3,323.8559,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00306,TRD-00306,INE576I01022,GRINDWELL_NORTON,90,2019.3148,09-Jun-2026,10-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00307,TRD-00307,INE019A01038,WIPRO,1800,480.4554,09-Jun-2026,10-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00308,TRD-00308,INE752E01010,PIDILITE_INDUSTRIES,4,2975.3015,09-Jun-2026,09-Jun-2026,T0,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00309,TRD-00309,INE148I01020,POLICYBAZAAR_(PB_FIN,125,1864.6443,09-Jun-2026,09-Jun-2026,T0,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00310,TRD-00310,INE238A01034,AXIS_BANK,60,1149.6763,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00311,TRD-00311,INE140A01024,BANK_OF_BARODA,600,261.6664,09-Jun-2026,10-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00312,TRD-00312,INE274J01014,HAPPIEST_MINDS_TECHN,190,711.6667,09-Jun-2026,10-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00313,TRD-00313,INE002A01018,RELIANCE_INDUSTRIES,160,2771.2485,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00314,TRD-00314,INE917I01010,AVENUE_SUPERMARTS_(D,1200,4040.4945,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00315,TRD-00315,INE361B01024,CANARA_BANK,85,107.9557,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00316,TRD-00316,INE669E01016,BHARTI_AIRTEL,140,1654.7329,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00317,TRD-00317,INE090A01021,ICICI_BANK,2400,1313.7523,09-Jun-2026,09-Jun-2026,T0,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00318,TRD-00318,INE030A01027,HINDUSTAN_UNILEVER,450,2530.2997,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00319,TRD-00319,INE361B01024,CANARA_BANK,425,108.9593,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00320,TRD-00320,INE140A01024,BANK_OF_BARODA,6500,235.0735,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00321,TRD-00321,INE148O01018,EID_PARRY_(INDIA),12,771.4102,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00322,TRD-00322,INE00WK01013,ROUTE_MOBILE,1800,1470.7355,09-Jun-2026,10-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00323,TRD-00323,INE154A01025,ITC,350,431.9913,09-Jun-2026,10-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00324,TRD-00324,INE140A01024,BANK_OF_BARODA,2600,233.7093,09-Jun-2026,10-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00325,TRD-00325,INE761H01022,AFFLE_(INDIA),150,1111.9814,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00326,TRD-00326,INE176A01028,BAJAJ_FINANCE,700,7310.9709,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00327,TRD-00327,INE047A01021,TITAN_COMPANY,10000,3343.5330,09-Jun-2026,10-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00328,TRD-00328,INE528G01035,SHRIRAM_FINANCE,6,2573.7445,09-Jun-2026,09-Jun-2026,T0,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00329,TRD-00329,INE483S01020,LATENT_VIEW_ANALYTIC,120,435.2317,09-Jun-2026,10-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00330,TRD-00330,INE062A01020,STATE_BANK_OF_INDIA,850,785.7485,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00331,TRD-00331,INE154A01025,ITC,16,472.9680,09-Jun-2026,10-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00332,TRD-00332,INE669E01016,BHARTI_AIRTEL,425,1550.4366,09-Jun-2026,10-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00333,TRD-00333,INE009A01021,INFOSYS,20,1560.5730,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00334,TRD-00334,INE129A01019,GAIL_(INDIA),150,195.0038,09-Jun-2026,10-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00335,TRD-00335,INE550C01020,TV_TODAY_NETWORK,80,228.2603,09-Jun-2026,10-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00336,TRD-00336,INE154A01025,ITC,300,457.6546,09-Jun-2026,10-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,S,INR,IN300513,12345678
BC-TRD-00337,TRD-00337,INE018A01030,LARSEN_&_TOUBRO,375,3428.8958,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,S,INR,IN301774,56789012
BC-TRD-00338,TRD-00338,INE917I01010,AVENUE_SUPERMARTS_(D,10,4066.1988,09-Jun-2026,10-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00339,TRD-00339,INE00IN01015,PAYTM_(ONE97),100,455.8929,09-Jun-2026,10-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00340,TRD-00340,INE917I01010,AVENUE_SUPERMARTS_(D,350,3846.0144,09-Jun-2026,10-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00341,TRD-00341,INE121A01024,CHOLAMANDALAM_INVEST,2400,1441.6916,09-Jun-2026,09-Jun-2026,T0,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00342,TRD-00342,INE124N01016,ANGEL_ONE,600,2395.9479,10-Jun-2026,11-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00343,TRD-00343,INE576I01022,GRINDWELL_NORTON,250,1978.2973,10-Jun-2026,11-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00344,TRD-00344,INE140A01024,BANK_OF_BARODA,71,272.4600,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00345,TRD-00345,INE129A01019,GAIL_(INDIA),375,185.7908,10-Jun-2026,10-Jun-2026,T0,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00346,TRD-00346,INE090A01021,ICICI_BANK,7,1292.1072,10-Jun-2026,11-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00347,TRD-00347,INE090A01021,ICICI_BANK,10,1194.2284,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00348,TRD-00348,INE140A01024,BANK_OF_BARODA,72,234.5858,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00349,TRD-00349,INE216A01030,BHARAT_ELECTRONICS,5,339.8297,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00350,TRD-00350,INE397D01024,BHARAT_FORGE,10,1338.4561,10-Jun-2026,10-Jun-2026,T0,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00351,TRD-00351,INE00WK01013,ROUTE_MOBILE,3200,1307.3706,10-Jun-2026,11-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00352,TRD-00352,INE726G01019,TRENT,667,5906.7390,10-Jun-2026,11-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00353,TRD-00353,INE092T01019,ZOMATO,3,223.9888,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00354,TRD-00354,INE018A01030,LARSEN_&_TOUBRO,2400,3467.8896,10-Jun-2026,11-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00355,TRD-00355,INE00WK01013,ROUTE_MOBILE,1800,1344.9540,10-Jun-2026,11-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00356,TRD-00356,INE628A01036,ULTRATECH_CEMENT,16,10188.2620,10-Jun-2026,11-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00357,TRD-00357,INE669E01016,BHARTI_AIRTEL,900,1688.7685,10-Jun-2026,10-Jun-2026,T0,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00358,TRD-00358,INE628A01036,ULTRATECH_CEMENT,80,10270.2754,10-Jun-2026,11-Jun-2026,T1,BRK-003,HDFC Securities,BSE,B,INR,IN300484,34567890
BC-TRD-00359,TRD-00359,INE467B01029,TATA_CONSULTANCY_SER,400,3643.9561,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00360,TRD-00360,INE009A01021,INFOSYS,17,1545.5978,10-Jun-2026,10-Jun-2026,T0,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00361,TRD-00361,INE018A01030,LARSEN_&_TOUBRO,200,3307.6695,10-Jun-2026,11-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00362,TRD-00362,INE176A01028,BAJAJ_FINANCE,60,7293.1766,10-Jun-2026,11-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00363,TRD-00363,INE585B01010,MARUTI_SUZUKI,140,12908.5795,10-Jun-2026,11-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN302774,56789092
BC-TRD-00364,TRD-00364,INE726G01019,TRENT,2000,5787.1960,10-Jun-2026,11-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00365,TRD-00365,INE021A01026,ASIAN_PAINTS,6,2980.7166,10-Jun-2026,11-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00366,TRD-00366,INE059B01024,RAIN_INDUSTRIES,110,153.5404,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00367,TRD-00367,INE129A01019,GAIL_(INDIA),1500,175.3988,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN501549,23451789
BC-TRD-00368,TRD-00368,INE917I01010,AVENUE_SUPERMARTS_(D,7000,4084.5509,10-Jun-2026,10-Jun-2026,T0,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00369,TRD-00369,INE259A01022,GODREJ_CONSUMER_PROD,80,1357.7460,10-Jun-2026,11-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00370,TRD-00370,INE044A01036,DABUR_INDIA,10,541.6062,10-Jun-2026,10-Jun-2026,T0,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00371,TRD-00371,INE154A01025,ITC,30,457.3523,10-Jun-2026,10-Jun-2026,T0,BRK-001,Zerodha Securities,BSE,S,INR,IN300513,12345678
BC-TRD-00372,TRD-00372,INE148O01018,EID_PARRY_(INDIA),14,772.5175,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00373,TRD-00373,INE205A01025,SIEMENS,175,6127.4239,10-Jun-2026,10-Jun-2026,T0,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301744,56784012
BC-TRD-00374,TRD-00374,INE047A01021,TITAN_COMPANY,20,3244.3316,10-Jun-2026,10-Jun-2026,T0,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00375,TRD-00375,INE101A01026,KOTAK_MAHINDRA_BANK,100,1755.1471,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00376,TRD-00376,INE101A01026,KOTAK_MAHINDRA_BANK,50,1906.9753,10-Jun-2026,11-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00377,TRD-00377,INE576I01022,GRINDWELL_NORTON,90,2016.2581,10-Jun-2026,11-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00378,TRD-00378,INE216A01030,BHARAT_ELECTRONICS,7500,295.8040,10-Jun-2026,11-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00379,TRD-00379,INE040A01034,HDFC_BANK,60,1816.5459,10-Jun-2026,11-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00380,TRD-00380,INE00IN01015,PAYTM_(ONE97),5000,387.8955,10-Jun-2026,11-Jun-2026,T1,BRK-001,Zerodha Securities,BSE,B,INR,IN300513,12345678
BC-TRD-00381,TRD-00381,INE00WK01013,ROUTE_MOBILE,75,1343.2197,10-Jun-2026,11-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00382,TRD-00382,INE018A01030,LARSEN_&_TOUBRO,1400,3649.0442,10-Jun-2026,10-Jun-2026,T0,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00383,TRD-00383,INE148O01018,EID_PARRY_(INDIA),300,661.3136,10-Jun-2026,11-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00384,TRD-00384,INE03YQ01011,CLEAN_SCIENCE_&_TECH,850,1364.5393,10-Jun-2026,11-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00385,TRD-00385,INE104S01021,UJJIVAN_SFB,70,40.0950,10-Jun-2026,11-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,S,INR,IN301774,56789012
BC-TRD-00386,TRD-00386,INE03VK01010,CARTRADE_TECH,95,651.3408,10-Jun-2026,11-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00387,TRD-00387,INE092T01019,ZOMATO,1111,218.6100,11-Jun-2026,12-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00388,TRD-00388,INE104S01021,UJJIVAN_SFB,16,50.8917,11-Jun-2026,12-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN304484,34564890
BC-TRD-00389,TRD-00389,INE545U01014,NAZARA_TECHNOLOGIES,125,801.0817,11-Jun-2026,12-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00390,TRD-00390,INE129A01019,GAIL_(INDIA),375,182.3987,11-Jun-2026,12-Jun-2026,T1,BRK-005,Motilal Oswal Securities,BSE,B,INR,IN301774,56789012
BC-TRD-00391,TRD-00391,INE545U01014,NAZARA_TECHNOLOGIES,17,884.5534,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,S,INR,IN300513,12345678
BC-TRD-00392,TRD-00392,INE121A01024,CHOLAMANDALAM_INVEST,70,1525.0361,11-Jun-2026,11-Jun-2026,T0,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00393,TRD-00393,INE047A01021,TITAN_COMPANY,225,3247.3408,11-Jun-2026,12-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00394,TRD-00394,INE140A01024,BANK_OF_BARODA,1600,256.7320,11-Jun-2026,12-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00395,TRD-00395,INE274J01014,HAPPIEST_MINDS_TECHN,600,797.2715,11-Jun-2026,12-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00396,TRD-00396,INE104S01021,UJJIVAN_SFB,50,43.4119,11-Jun-2026,12-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00397,TRD-00397,INE00WK01013,ROUTE_MOBILE,200,1469.4238,11-Jun-2026,12-Jun-2026,T1,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00398,TRD-00398,INE092T01019,ZOMATO,2500,242.3686,11-Jun-2026,12-Jun-2026,T1,BRK-005,Motilal Oswal Securities,NSE,B,INR,IN301774,56789012
BC-TRD-00399,TRD-00399,INE002A01018,RELIANCE_INDUSTRIES,700,3018.6449,11-Jun-2026,11-Jun-2026,T0,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00400,TRD-00400,INE160A01022,NESTLE_INDIA,5,2353.4541,11-Jun-2026,12-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00401,TRD-00401,INE883A01011,FINOLEX_CABLES,80,859.5756,11-Jun-2026,12-Jun-2026,T1,BRK-003,HDFC Securities,BSE,S,INR,IN300484,34567890
BC-TRD-00402,TRD-00402,INE129A01019,GAIL_(INDIA),125,193.1053,11-Jun-2026,11-Jun-2026,T0,BRK-002,ICICI Securities,BSE,S,INR,IN301549,23456789
BC-TRD-00403,TRD-00403,INE148O01018,EID_PARRY_(INDIA),500,743.7668,11-Jun-2026,12-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00404,TRD-00404,INE160A01022,NESTLE_INDIA,275,2417.9650,11-Jun-2026,12-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00405,TRD-00405,INE00IN01015,PAYTM_(ONE97),300,464.0639,11-Jun-2026,12-Jun-2026,T1,BRK-006,Axis Securities,BSE,S,INR,IN302679,67890123
BC-TRD-00406,TRD-00406,INE101A01026,KOTAK_MAHINDRA_BANK,900,1902.5836,11-Jun-2026,11-Jun-2026,T0,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00407,TRD-00407,INE752E01010,PIDILITE_INDUSTRIES,700,2925.8317,11-Jun-2026,11-Jun-2026,T0,BRK-003,HDFC Securities,NSE,B,INR,IN300484,34567890
BC-TRD-00408,TRD-00408,INE160A01022,NESTLE_INDIA,1000,2459.9180,11-Jun-2026,12-Jun-2026,T1,BRK-006,Axis Securities,BSE,B,INR,IN302679,67890123
BC-TRD-00409,TRD-00409,INE761H01022,AFFLE_(INDIA),3500,1150.0955,11-Jun-2026,12-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00410,TRD-00410,INE795G01014,POWER_GRID_CORPORATI,70,307.1335,11-Jun-2026,11-Jun-2026,T0,BRK-006,Axis Securities,BSE,B,INR,IN302679,67890123
BC-TRD-00411,TRD-00411,INE176A01028,BAJAJ_FINANCE,80,7032.8406,11-Jun-2026,12-Jun-2026,T1,BRK-002,ICICI Securities,BSE,B,INR,IN301549,23456789
BC-TRD-00412,TRD-00412,INE059B01024,RAIN_INDUSTRIES,4500,129.4222,11-Jun-2026,12-Jun-2026,T1,BRK-002,ICICI Securities,NSE,B,INR,IN301549,23456789
BC-TRD-00413,TRD-00413,INE044A01036,DABUR_INDIA,200,574.6969,11-Jun-2026,12-Jun-2026,T1,BRK-004,Kotak Securities,NSE,B,INR,IN300757,45678901
BC-TRD-00414,TRD-00414,INE205A01025,SIEMENS,300,6560.0549,11-Jun-2026,12-Jun-2026,T1,BRK-003,HDFC Securities,BSE,B,INR,IN300484,34567890
BC-TRD-00415,TRD-00415,INE018A01030,LARSEN_&_TOUBRO,300,3409.2323,11-Jun-2026,12-Jun-2026,T1,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
BC-TRD-00416,TRD-00416,INE124N01016,ANGEL_ONE,30,2511.9219,11-Jun-2026,12-Jun-2026,T1,BRK-003,HDFC Securities,NSE,S,INR,IN300484,34567890
BC-TRD-00417,TRD-00417,INE148I01020,POLICYBAZAAR_(PB_FIN,1000,1702.8199,11-Jun-2026,12-Jun-2026,T1,BRK-004,Kotak Securities,NSE,S,INR,IN300757,45678901
BC-TRD-00418,TRD-00418,INE044A01036,DABUR_INDIA,8,557.9457,11-Jun-2026,11-Jun-2026,T0,BRK-002,ICICI Securities,NSE,S,INR,IN301549,23456789
BC-TRD-00419,TRD-00419,INE917I01010,AVENUE_SUPERMARTS_(D,60,3955.5550,11-Jun-2026,11-Jun-2026,T0,BRK-001,Zerodha Securities,NSE,B,INR,IN300513,12345678
