stmt_ref,original_trade_ref,isin,security_desc,qty,exec_price,trade_dt,settle_dt,cycle,custodian_code,custodian_name,exch,direction,ccy
CS-TRD-00307,TRD-00307,INE019A01038,WIPRO,1800,480.4554,2026-06-09,2026-06-10,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00308,TRD-00308,INE752E01010,PIDILITE INDUSTRIES,4,2975.3015,2026-06-09,2026-06-09,T0,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00309,TRD-00309,INE148I01020,POLICYBAZAAR (PB FINTECH),125,1864.6443,2026-06-09,2026-06-09,T0,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00310,TRD-00310,INE238A01034,AXIS BANK,60,1149.6763,2026-06-09,2026-06-10,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00311,TRD-00311,INE140A01024,BANK OF BARODA,600,261.6664,2026-06-09,2026-06-10,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00312,TRD-00312,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,190,711.6667,2026-06-09,2026-06-10,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00313,TRD-00313,INE002A01018,RELIANCE INDUSTRIES,160,2771.2485,2026-06-09,2026-06-10,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00314,TRD-00314,INE917I01010,AVENUE SUPERMARTS (DMART),1200,4040.4945,2026-06-09,2026-06-10,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00315,TRD-00315,INE361B01024,CANARA BANK,85,107.9557,2026-06-09,2026-06-10,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00316,TRD-00316,INE669E01016,BHARTI AIRTEL,140,1654.7329,2026-06-09,2026-06-10,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00317,TRD-00317,INE090A01021,ICICI BANK,2400,1313.7523,2026-06-09,2026-06-09,T0,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00318,TRD-00318,INE030A01027,HINDUSTAN UNILEVER,450,2530.2997,2026-06-09,2026-06-10,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00319,TRD-00319,INE361B01024,CANARA BANK,425,108.9593,2026-06-09,2026-06-10,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00320,TRD-00320,INE140A01024,BANK OF BARODA,6500,235.0735,2026-06-09,2026-06-10,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00321,TRD-00321,INE148O01018,EID PARRY (INDIA),12,771.4102,2026-06-09,2026-06-10,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00322,TRD-00322,INE00WK01013,ROUTE MOBILE,1800,1470.7355,2026-06-09,2026-06-10,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00323,TRD-00323,INE154A01025,ITC,350,431.9913,2026-06-09,2026-06-10,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00324,TRD-00324,INE140A01024,BANK OF BARODA,2600,233.7093,2026-06-09,2026-06-10,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00325,TRD-00325,INE761H01022,AFFLE (INDIA),150,1111.9814,2026-06-09,2026-06-10,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00326,TRD-00326,INE176A01028,BAJAJ FINANCE,700,7310.9709,2026-06-09,2026-06-10,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00327,TRD-00327,INE047A01021,TITAN COMPANY,10000,3343.5330,2026-06-09,2026-06-10,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00328,TRD-00328,INE528G01035,SHRIRAM FINANCE,6,2573.7445,2026-06-09,2026-06-09,T0,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00329,TRD-00329,INE483S01020,LATENT VIEW ANALYTICS,120,435.2317,2026-06-09,2026-06-10,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00330,TRD-00330,INE062A01020,STATE BANK OF INDIA,850,785.7485,2026-06-09,2026-06-10,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00331,TRD-00331,INE154A01025,ITC,16,472.9680,2026-06-09,2026-06-10,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00332,TRD-00332,INE669E01016,BHARTI AIRTEL,425,1550.4366,2026-06-09,2026-06-10,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00333,TRD-00333,INE009A01021,INFOSYS,20,1560.5730,2026-06-09,2026-06-10,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00334,TRD-00334,INE129A01019,GAIL (INDIA),150,195.0038,2026-06-09,2026-06-10,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00335,TRD-00335,INE550C01020,TV TODAY NETWORK,80,228.2603,2026-06-09,2026-06-10,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00336,TRD-00336,INE154A01025,ITC,300,457.6546,2026-06-09,2026-06-10,T1,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00337,TRD-00337,INE018A01030,LARSEN & TOUBRO,375,3428.8958,2026-06-09,2026-06-10,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00338,TRD-00338,INE917I01010,AVENUE SUPERMARTS (DMART),10,4066.1988,2026-06-09,2026-06-10,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00339,TRD-00339,INE00IN01015,PAYTM (ONE97),100,455.8929,2026-06-09,2026-06-10,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00340,TRD-00340,INE917I01010,AVENUE SUPERMARTS (DMART),350,3846.0144,2026-06-09,2026-06-10,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00341,TRD-00341,INE121A01024,CHOLAMANDALAM INVESTMENT,2400,1441.6916,2026-06-09,2026-06-09,T0,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00342,TRD-00342,INE124N01016,ANGEL ONE,600,2395.9479,2026-06-10,2026-06-11,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00343,TRD-00343,INE576I01022,GRINDWELL NORTON,250,1978.2973,2026-06-10,2026-06-11,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00344,TRD-00344,INE140A01024,BANK OF BARODA,79,272.4600,2026-06-10,2026-06-11,T1,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00345,TRD-00345,INE129A01019,GAIL (INDIA),375,185.7908,2026-06-10,2026-06-10,T0,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00346,TRD-00346,INE090A01021,ICICI BANK,7,1292.1072,2026-06-10,2026-06-11,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00347,TRD-00347,INE090A01021,ICICI BANK,10,1194.2284,2026-06-10,2026-06-11,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00348,TRD-00348,INE140A01024,BANK OF BARODA,79,234.5858,2026-06-10,2026-06-11,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00349,TRD-00349,INE216A01030,BHARAT ELECTRONICS,5,339.8297,2026-06-10,2026-06-11,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00350,TRD-00350,INE397D01024,BHARAT FORGE,10,1338.4561,2026-06-10,2026-06-10,T0,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00351,TRD-00351,INE00WK01013,ROUTE MOBILE,3200,1307.3706,2026-06-10,2026-06-11,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00352,TRD-00352,INE726G01019,TRENT,836,5906.7390,2026-06-10,2026-06-11,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00353,TRD-00353,INE092T01019,ZOMATO,3,223.9888,2026-06-10,2026-06-11,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00354,TRD-00354,INE018A01030,LARSEN & TOUBRO,2400,3467.8896,2026-06-10,2026-06-11,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00355,TRD-00355,INE00WK01013,ROUTE MOBILE,1800,1344.9540,2026-06-10,2026-06-11,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00356,TRD-00356,INE628A01036,ULTRATECH CEMENT,16,10188.2620,2026-06-10,2026-06-11,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00357,TRD-00357,INE669E01016,BHARTI AIRTEL,900,1688.7685,2026-06-10,2026-06-10,T0,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00358,TRD-00358,INE628A01036,ULTRATECH CEMENT,80,10270.2754,2026-06-10,2026-06-11,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00359,TRD-00359,INE467B01029,TATA CONSULTANCY SERVICES,400,3643.9561,2026-06-10,2026-06-11,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00360,TRD-00360,INE009A01021,INFOSYS,17,1545.5978,2026-06-10,2026-06-10,T0,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00361,TRD-00361,INE018A01030,LARSEN & TOUBRO,200,3307.6695,2026-06-10,2026-06-11,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00362,TRD-00362,INE176A01028,BAJAJ FINANCE,60,7293.1766,2026-06-10,2026-06-11,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00363,TRD-00363,INE585B01010,MARUTI SUZUKI,140,12908.5795,2026-06-10,2026-06-11,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00364,TRD-00364,INE726G01019,TRENT,2000,5787.1960,2026-06-10,2026-06-11,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00365,TRD-00365,INE021A01026,ASIAN PAINTS,6,2980.7166,2026-06-10,2026-06-11,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00366,TRD-00366,INE059B01024,RAIN INDUSTRIES,110,153.5404,2026-06-10,2026-06-11,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00367,TRD-00367,INE129A01019,GAIL (INDIA),1500,175.3988,2026-06-10,2026-06-11,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00368,TRD-00368,INE917I01010,AVENUE SUPERMARTS (DMART),7000,4084.5509,2026-06-10,2026-06-10,T0,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00369,TRD-00369,INE259A01022,GODREJ CONSUMER PRODUCTS,80,1357.7460,2026-06-10,2026-06-11,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00370,TRD-00370,INE044A01036,DABUR INDIA,10,541.6062,2026-06-10,2026-06-10,T0,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00371,TRD-00371,INE154A01025,ITC,30,457.3523,2026-06-10,2026-06-10,T0,CUS-003,Standard Chartered Custody,BSE,SELL,INR
CS-TRD-00372,TRD-00372,INE148O01018,EID PARRY (INDIA),14,772.5175,2026-06-10,2026-06-11,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00373,TRD-00373,INE205A01025,SIEMENS,175,6127.4239,2026-06-10,2026-06-10,T0,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00374,TRD-00374,INE047A01021,TITAN COMPANY,20,3244.3316,2026-06-10,2026-06-10,T0,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00375,TRD-00375,INE101A01026,KOTAK MAHINDRA BANK,100,1755.1471,2026-06-10,2026-06-11,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00376,TRD-00376,INE101A01026,KOTAK MAHINDRA BANK,50,1906.9753,2026-06-10,2026-06-11,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00377,TRD-00377,INE576I01022,GRINDWELL NORTON,90,2016.2581,2026-06-10,2026-06-11,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00378,TRD-00378,INE216A01030,BHARAT ELECTRONICS,7500,295.8040,2026-06-10,2026-06-11,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00379,TRD-00379,INE040A01034,HDFC BANK,60,1730.1262,2026-06-10,2026-06-11,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00380,TRD-00380,INE00IN01015,PAYTM (ONE97),5000,387.8955,2026-06-10,2026-06-11,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00381,TRD-00381,INE00WK01013,ROUTE MOBILE,75,1343.2197,2026-06-10,2026-06-11,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00382,TRD-00382,INE018A01030,LARSEN & TOUBRO,1400,3649.0442,2026-06-10,2026-06-10,T0,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00383,TRD-00383,INE148O01018,EID PARRY (INDIA),300,661.3136,2026-06-10,2026-06-11,T1,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00384,TRD-00384,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,850,1364.5393,2026-06-10,2026-06-11,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00385,TRD-00385,INE104S01021,UJJIVAN SFB,70,40.0950,2026-06-10,2026-06-11,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00386,TRD-00386,INE03VK01010,CARTRADE TECH,95,651.3408,2026-06-10,2026-06-11,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00387,TRD-00387,INE092T01019,ZOMATO,1053,218.6100,2026-06-11,2026-06-12,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00388,TRD-00388,INE104S01021,UJJIVAN SFB,16,50.8917,2026-06-11,2026-06-12,T1,CUS-001,Deutsche Bank Custodial Services,NSE,BUY,INR
CS-TRD-00389,TRD-00389,INE545U01014,NAZARA TECHNOLOGIES,125,801.0817,2026-06-11,2026-06-12,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00390,TRD-00390,INE129A01019,GAIL (INDIA),375,182.3987,2026-06-11,2026-06-12,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00391,TRD-00391,INE545U01014,NAZARA TECHNOLOGIES,17,884.5534,2026-06-11,2026-06-12,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00392,TRD-00392,INE121A01024,CHOLAMANDALAM INVESTMENT,70,1525.0361,2026-06-11,2026-06-11,T0,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00393,TRD-00393,INE047A01021,TITAN COMPANY,225,3247.3408,2026-06-11,2026-06-12,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00394,TRD-00394,INE140A01024,BANK OF BARODA,1600,256.7320,2026-06-11,2026-06-12,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00395,TRD-00395,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,600,797.2715,2026-06-11,2026-06-12,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00396,TRD-00396,INE104S01021,UJJIVAN SFB,50,43.4119,2026-06-11,2026-06-12,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00397,TRD-00397,INE00WK01013,ROUTE MOBILE,200,1469.4238,2026-06-11,2026-06-12,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00398,TRD-00398,INE092T01019,ZOMATO,2500,242.3686,2026-06-11,2026-06-12,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00399,TRD-00399,INE002A01018,RELIANCE INDUSTRIES,700,3018.6449,2026-06-11,2026-06-11,T0,CUS-004,Citibank Custodial,NSE,SELL,INR
CS-TRD-00400,TRD-00400,INE160A01022,NESTLE INDIA,5,2353.4541,2026-06-11,2026-06-12,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00401,TRD-00401,INE883A01011,FINOLEX CABLES,80,859.5756,2026-06-11,2026-06-12,T1,BC-002,JP Morgan India Custody,BSE,SELL,INR
CS-TRD-00402,TRD-00402,INE129A01019,GAIL (INDIA),125,193.1053,2026-06-11,2026-06-11,T0,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00403,TRD-00403,INE148O01018,EID PARRY (INDIA),500,743.7668,2026-06-11,2026-06-12,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00404,TRD-00404,INE160A01022,NESTLE INDIA,275,2417.9650,2026-06-11,2026-06-12,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00405,TRD-00405,INE00IN01015,PAYTM (ONE97),300,464.0639,2026-06-11,2026-06-12,T1,CUS-002,HSBC Custody & Clearing,BSE,SELL,INR
CS-TRD-00406,TRD-00406,INE101A01026,KOTAK MAHINDRA BANK,900,1902.5836,2026-06-11,2026-06-11,T0,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00407,TRD-00407,INE752E01010,PIDILITE INDUSTRIES,700,2925.8317,2026-06-11,2026-06-11,T0,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00408,TRD-00408,INE160A01022,NESTLE INDIA,1000,2459.9180,2026-06-11,2026-06-12,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00409,TRD-00409,INE761H01022,AFFLE (INDIA),3500,1150.0955,2026-06-11,2026-06-12,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00410,TRD-00410,INE795G01014,POWER GRID CORPORATION,70,307.1335,2026-06-11,2026-06-11,T0,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00411,TRD-00411,INE176A01028,BAJAJ FINANCE,80,7032.8406,2026-06-11,2026-06-12,T1,CUS-003,Standard Chartered Custody,BSE,BUY,INR
CS-TRD-00412,TRD-00412,INE059B01024,RAIN INDUSTRIES,4500,129.4222,2026-06-11,2026-06-12,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00413,TRD-00413,INE044A01036,DABUR INDIA,200,574.6969,2026-06-11,2026-06-12,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00414,TRD-00414,INE205A01025,SIEMENS,300,6560.0549,2026-06-11,2026-06-12,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00415,TRD-00415,INE018A01030,LARSEN & TOUBRO,300,3409.2323,2026-06-11,2026-06-12,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00416,TRD-00416,INE124N01016,ANGEL ONE,30,2511.9219,2026-06-11,2026-06-12,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00417,TRD-00417,INE148I01020,POLICYBAZAAR (PB FINTECH),1000,1702.8199,2026-06-11,2026-06-12,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00418,TRD-00418,INE044A01036,DABUR INDIA,8,557.9457,2026-06-11,2026-06-11,T0,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00419,TRD-00419,INE917I01010,AVENUE SUPERMARTS (DMART),60,3955.5550,2026-06-11,2026-06-11,T0,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00420,TRD-00420,INE059B01024,RAIN INDUSTRIES,4,149.4105,2026-06-11,2026-06-12,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00421,TRD-00421,INE104S01021,UJJIVAN SFB,3000,43.3236,2026-06-11,2026-06-12,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00422,TRD-00422,INE274J01014,HAPPIEST MINDS TECHNOLOGIES,25,722.1563,2026-06-11,2026-06-12,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00423,TRD-00423,INE483S01020,LATENT VIEW ANALYTICS,140,519.6783,2026-06-11,2026-06-12,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00424,TRD-00424,INE917I01010,AVENUE SUPERMARTS (DMART),20,3848.8695,2026-06-11,2026-06-12,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00425,TRD-00425,INE361B01024,CANARA BANK,1400,101.7931,2026-06-11,2026-06-12,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00426,TRD-00426,INE545U01014,NAZARA TECHNOLOGIES,5500,789.8659,2026-06-11,2026-06-12,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00427,TRD-00427,INE090A01021,ICICI BANK,30,1282.5195,2026-06-11,2026-06-12,T1,BC-001,SBI Cap Securities (Custodian),NSE,SELL,INR
CS-TRD-00428,TRD-00428,INE917I01010,AVENUE SUPERMARTS (DMART),375,4094.3330,2026-06-11,2026-06-11,T0,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00429,TRD-00429,INE148I01020,POLICYBAZAAR (PB FINTECH),10,1754.2247,2026-06-11,2026-06-11,T0,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00430,TRD-00430,INE002A01018,RELIANCE INDUSTRIES,1200,3018.3583,2026-06-11,2026-06-12,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
CS-TRD-00431,TRD-00431,INE917I01010,AVENUE SUPERMARTS (DMART),40,3800.3888,2026-06-11,2026-06-11,T0,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00432,TRD-00432,INE259A01022,GODREJ CONSUMER PRODUCTS,1369,1222.6113,2026-06-11,2026-06-12,T1,BC-002,JP Morgan India Custody,NSE,SELL,INR
CS-TRD-00433,TRD-00433,INE00WK01013,ROUTE MOBILE,200,1394.9377,2026-06-11,2026-06-12,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00434,TRD-00434,INE467B01029,TATA CONSULTANCY SERVICES,70,3598.3095,2026-06-11,2026-06-12,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00435,TRD-00435,INE883A01011,FINOLEX CABLES,275,927.8650,2026-06-11,2026-06-12,T1,CUS-001,Deutsche Bank Custodial Services,BSE,BUY,INR
CS-TRD-00436,TRD-00436,INE205A01025,SIEMENS,180,6513.6495,2026-06-11,2026-06-12,T1,CUS-001,Deutsche Bank Custodial Services,NSE,SELL,INR
CS-TRD-00437,TRD-00437,INE002A01018,RELIANCE INDUSTRIES,3000,2772.4596,2026-06-11,2026-06-12,T1,CUS-003,Standard Chartered Custody,NSE,SELL,INR
CS-TRD-00438,TRD-00438,INE047A01021,TITAN COMPANY,450,3357.3269,2026-06-11,2026-06-12,T1,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00439,TRD-00439,INE090A01021,ICICI BANK,80,1226.0016,2026-06-11,2026-06-12,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00440,TRD-00440,INE585B01010,MARUTI SUZUKI,100,13148.4397,2026-06-12,2026-06-16,T1,BC-001,SBI Cap Securities (Custodian),BSE,BUY,INR
CS-TRD-00441,TRD-00441,INE03YQ01011,CLEAN SCIENCE & TECHNOLOGY,5500,1340.8356,2026-06-12,2026-06-16,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00442,TRD-00442,INE628A01036,ULTRATECH CEMENT,1500,9648.2304,2026-06-12,2026-06-16,T1,CUS-001,Deutsche Bank Custodial Services,BSE,SELL,INR
CS-TRD-00443,TRD-00443,INE752E01010,PIDILITE INDUSTRIES,400,2666.0223,2026-06-12,2026-06-16,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00444,TRD-00444,INE030A01027,HINDUSTAN UNILEVER,100,2629.0649,2026-06-12,2026-06-12,T0,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00445,TRD-00445,INE148I01020,POLICYBAZAAR (PB FINTECH),400,1827.1448,2026-06-12,2026-06-16,T1,BC-001,SBI Cap Securities (Custodian),NSE,BUY,INR
CS-TRD-00446,TRD-00446,INE550C01020,TV TODAY NETWORK,7500,219.5074,2026-06-12,2026-06-16,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00447,TRD-00447,INE545U01014,NAZARA TECHNOLOGIES,18,909.0024,2026-06-12,2026-06-16,T1,CUS-004,Citibank Custodial,NSE,BUY,INR
CS-TRD-00448,TRD-00448,INE124N01016,ANGEL ONE,50,2151.7770,2026-06-12,2026-06-16,T1,CUS-005,BNP Paribas Custody,NSE,BUY,INR
CS-TRD-00449,TRD-00449,INE129A01019,GAIL (INDIA),650,208.7258,2026-06-12,2026-06-16,T1,CUS-005,BNP Paribas Custody,BSE,BUY,INR
CS-TRD-00450,TRD-00450,INE030A01027,HINDUSTAN UNILEVER,1800,2539.7750,2026-06-12,2026-06-16,T1,CUS-002,HSBC Custody & Clearing,NSE,SELL,INR
CS-TRD-00451,TRD-00451,INE761H01022,AFFLE (INDIA),500,1246.2671,2026-06-12,2026-06-16,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00452,TRD-00452,INE00IN01015,PAYTM (ONE97),1800,428.0370,2026-06-12,2026-06-16,T1,BC-002,JP Morgan India Custody,BSE,BUY,INR
CS-TRD-00453,TRD-00453,INE121A01024,CHOLAMANDALAM INVESTMENT,200,1454.5460,2026-06-12,2026-06-16,T1,CUS-005,BNP Paribas Custody,BSE,SELL,INR
CS-TRD-00454,TRD-00454,INE176A01028,BAJAJ FINANCE,300,7488.4727,2026-06-12,2026-06-16,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00455,TRD-00455,INE040A01034,HDFC BANK,1500,1622.5456,2026-06-12,2026-06-12,T0,CUS-002,HSBC Custody & Clearing,BSE,BUY,INR
CS-TRD-00456,TRD-00456,INE528G01035,SHRIRAM FINANCE,13,2535.6441,2026-06-12,2026-06-12,T0,BC-001,SBI Cap Securities (Custodian),BSE,SELL,INR
CS-TRD-00457,TRD-00457,INE040A01034,HDFC BANK,4000,1800.5270,2026-06-12,2026-06-16,T1,BC-002,JP Morgan India Custody,NSE,BUY,INR
CS-TRD-00458,TRD-00458,INE03VK01010,CARTRADE TECH,250,608.3459,2026-06-12,2026-06-16,T1,CUS-002,HSBC Custody & Clearing,NSE,BUY,INR
CS-TRD-00459,TRD-00459,INE021A01026,ASIAN PAINTS,900,2927.1002,2026-06-12,2026-06-16,T1,CUS-005,BNP Paribas Custody,NSE,SELL,INR
CS-TRD-00460,TRD-00460,INE009A01021,INFOSYS,800,1607.9816,2026-06-12,2026-06-16,T1,CUS-003,Standard Chartered Custody,NSE,BUY,INR
